"2016-02-05",2016,2,5,"2016","2","Febrero","Feb","February","Feb","5",20160205,"20160205",6,"Viernes","V","Vie","Fr","Friday","Feb",5,1,"1erTrimestre","1T","1Q","2016-02-06",2016,2,6,"2016","2","Febrero","Feb","February","Feb","6",20160206,"20160206"
"2016-02-06",2016,2,6,"2016","2","Febrero","Feb","February","Feb","6",20160206,"20160206",7,"Sabado","S","Sab","Sa","Saturday","Feb",5,1,"1erTrimestre","1T","1Q","2016-02-06",2016,2,6,"2016","2","Febrero","Feb","February","Feb","6",20160206,"20160206"
"2016-02-07",2016,2,7,"2016","2","Febrero","Feb","February","Feb","7",20160207,"20160207",1,"Domingo","D","Dom","Su","Sunday","Feb",5,1,"1erTrimestre","1T","1Q","2016-02-13",2016,2,13,"2016","2","Febrero","Feb","February","Feb","13",20160213,"20160213"
"2016-02-08",2016,2,8,"2016","2","Febrero","Feb","February","Feb","8",20160208,"20160208",2,"Lunes","L","Lun","Mo","Monday","Feb",6,1,"1erTrimestre","1T","1Q","2016-02-13",2016,2,13,"2016","2","Febrero","Feb","February","Feb","13",20160213,"20160213"
"2016-02-09",2016,2,9,"2016","2","Febrero","Feb","February","Feb","9",20160209,"20160209",3,"Martes","M","Mar","Tu","Tuesday","Feb",6,1,"1erTrimestre","1T","1Q","2016-02-13",2016,2,13,"2016","2","Febrero","Feb","February","Feb","13",20160213,"20160213"
"2016-02-10",2016,2,10,"2016","2","Febrero","Feb","February","Feb","10",20160210,"20160210",4,"Miercoles","X","Mie","We","Wednesday","Feb",6,1,"1erTrimestre","1T","1Q","2016-02-13",2016,2,13,"2016","2","Febrero","Feb","February","Feb","13",20160213,"20160213"
"2016-02-11",2016,2,11,"2016","2","Febrero","Feb","February","Feb","11",20160211,"20160211",5,"Jueves","J","Jue","Th","Thursday","Feb",6,1,"1erTrimestre","1T","1Q","2016-02-13",2016,2,13,"2016","2","Febrero","Feb","February","Feb","13",20160213,"20160213"
"2016-02-12",2016,2,12,"2016","2","Febrero","Feb","February","Feb","12",20160212,"20160212",6,"Viernes","V","Vie","Fr","Friday","Feb",6,1,"1erTrimestre","1T","1Q","2016-02-13",2016,2,13,"2016","2","Febrero","Feb","February","Feb","13",20160213,"20160213"
"2016-02-13",2016,2,13,"2016","2","Febrero","Feb","February","Feb","13",20160213,"20160213",7,"Sabado","S","Sab","Sa","Saturday","Feb",6,1,"1erTrimestre","1T","1Q","2016-02-13",2016,2,13,"2016","2","Febrero","Feb","February","Feb","13",20160213,"20160213"
"2016-02-14",2016,2,14,"2016","2","Febrero","Feb","February","Feb","14",20160214,"20160214",1,"Domingo","D","Dom","Su","Sunday","Feb",6,1,"1erTrimestre","1T","1Q","2016-02-20",2016,2,20,"2016","2","Febrero","Feb","February","Feb","20",20160220,"20160220"
"2016-02-15",2016,2,15,"2016","2","Febrero","Feb","February","Feb","15",20160215,"20160215",2,"Lunes","L","Lun","Mo","Monday","Feb",7,1,"1erTrimestre","1T","1Q","2016-02-20",2016,2,20,"2016","2","Febrero","Feb","February","Feb","20",20160220,"20160220"
"2016-02-16",2016,2,16,"2016","2","Febrero","Feb","February","Feb","16",20160216,"20160216",3,"Martes","M","Mar","Tu","Tuesday","Feb",7,1,"1erTrimestre","1T","1Q","2016-02-20",2016,2,20,"2016","2","Febrero","Feb","February","Feb","20",20160220,"20160220"
"2016-02-17",2016,2,17,"2016","2","Febrero","Feb","February","Feb","17",20160217,"20160217",4,"Miercoles","X","Mie","We","Wednesday","Feb",7,1,"1erTrimestre","1T","1Q","2016-02-20",2016,2,20,"2016","2","Febrero","Feb","February","Feb","20",20160220,"20160220"
"2016-02-18",2016,2,18,"2016","2","Febrero","Feb","February","Feb","18",20160218,"20160218",5,"Jueves","J","Jue","Th","Thursday","Feb",7,1,"1erTrimestre","1T","1Q","2016-02-20",2016,2,20,"2016","2","Febrero","Feb","February","Feb","20",20160220,"20160220"
"2016-02-19",2016,2,19,"2016","2","Febrero","Feb","February","Feb","19",20160219,"20160219",6,"Viernes","V","Vie","Fr","Friday","Feb",7,1,"1erTrimestre","1T","1Q","2016-02-20",2016,2,20,"2016","2","Febrero","Feb","February","Feb","20",20160220,"20160220"
"2016-02-20",2016,2,20,"2016","2","Febrero","Feb","February","Feb","20",20160220,"20160220",7,"Sabado","S","Sab","Sa","Saturday","Feb",7,1,"1erTrimestre","1T","1Q","2016-02-20",2016,2,20,"2016","2","Febrero","Feb","February","Feb","20",20160220,"20160220"
"2016-02-21",2016,2,21,"2016","2","Febrero","Feb","February","Feb","21",20160221,"20160221",1,"Domingo","D","Dom","Su","Sunday","Feb",7,1,"1erTrimestre","1T","1Q","2016-02-27",2016,2,27,"2016","2","Febrero","Feb","February","Feb","27",20160227,"20160227"
"2016-02-22",2016,2,22,"2016","2","Febrero","Feb","February","Feb","22",20160222,"20160222",2,"Lunes","L","Lun","Mo","Monday","Feb",8,1,"1erTrimestre","1T","1Q","2016-02-27",2016,2,27,"2016","2","Febrero","Feb","February","Feb","27",20160227,"20160227"
"2016-02-23",2016,2,23,"2016","2","Febrero","Feb","February","Feb","23",20160223,"20160223",3,"Martes","M","Mar","Tu","Tuesday","Feb",8,1,"1erTrimestre","1T","1Q","2016-02-27",2016,2,27,"2016","2","Febrero","Feb","February","Feb","27",20160227,"20160227"
"2016-02-24",2016,2,24,"2016","2","Febrero","Feb","February","Feb","24",20160224,"20160224",4,"Miercoles","X","Mie","We","Wednesday","Feb",8,1,"1erTrimestre","1T","1Q","2016-02-27",2016,2,27,"2016","2","Febrero","Feb","February","Feb","27",20160227,"20160227"
"2016-02-25",2016,2,25,"2016","2","Febrero","Feb","February","Feb","25",20160225,"20160225",5,"Jueves","J","Jue","Th","Thursday","Feb",8,1,"1erTrimestre","1T","1Q","2016-02-27",2016,2,27,"2016","2","Febrero","Feb","February","Feb","27",20160227,"20160227"
"2016-02-26",2016,2,26,"2016","2","Febrero","Feb","February","Feb","26",20160226,"20160226",6,"Viernes","V","Vie","Fr","Friday","Feb",8,1,"1erTrimestre","1T","1Q","2016-02-27",2016,2,27,"2016","2","Febrero","Feb","February","Feb","27",20160227,"20160227"
"2016-02-27",2016,2,27,"2016","2","Febrero","Feb","February","Feb","27",20160227,"20160227",7,"Sabado","S","Sab","Sa","Saturday","Feb",8,1,"1erTrimestre","1T","1Q","2016-02-27",2016,2,27,"2016","2","Febrero","Feb","February","Feb","27",20160227,"20160227"
"2016-02-28",2016,2,28,"2016","2","Febrero","Feb","February","Feb","28",20160228,"20160228",1,"Domingo","D","Dom","Su","Sunday","Feb",8,1,"1erTrimestre","1T","1Q","2016-03-05",2016,3,5,"2016","3","Marzo","Mar","March","Mar","5",20160305,"20160305"
"2016-02-29",2016,2,29,"2016","2","Febrero","Feb","February","Feb","29",20160229,"20160229",2,"Lunes","L","Lun","Mo","Monday","Feb",9,1,"1erTrimestre","1T","1Q","2016-03-05",2016,3,5,"2016","3","Marzo","Mar","March","Mar","5",20160305,"20160305"
"2016-03-01",2016,3,1,"2016","3","Marzo","Mar","March","Mar","1",20160301,"20160301",3,"Martes","M","Mar","Tu","Tuesday","Mar",9,1,"1erTrimestre","1T","1Q","2016-03-05",2016,3,5,"2016","3","Marzo","Mar","March","Mar","5",20160305,"20160305"
"2016-03-02",2016,3,2,"2016","3","Marzo","Mar","March","Mar","2",20160302,"20160302",4,"Miercoles","X","Mie","We","Wednesday","Mar",9,1,"1erTrimestre","1T","1Q","2016-03-05",2016,3,5,"2016","3","Marzo","Mar","March","Mar","5",20160305,"20160305"
"2016-03-03",2016,3,3,"2016","3","Marzo","Mar","March","Mar","3",20160303,"20160303",5,"Jueves","J","Jue","Th","Thursday","Mar",9,1,"1erTrimestre","1T","1Q","2016-03-05",2016,3,5,"2016","3","Marzo","Mar","March","Mar","5",20160305,"20160305"
"2016-03-04",2016,3,4,"2016","3","Marzo","Mar","March","Mar","4",20160304,"20160304",6,"Viernes","V","Vie","Fr","Friday","Mar",9,1,"1erTrimestre","1T","1Q","2016-03-05",2016,3,5,"2016","3","Marzo","Mar","March","Mar","5",20160305,"20160305"
"2016-03-05",2016,3,5,"2016","3","Marzo","Mar","March","Mar","5",20160305,"20160305",7,"Sabado","S","Sab","Sa","Saturday","Mar",9,1,"1erTrimestre","1T","1Q","2016-03-05",2016,3,5,"2016","3","Marzo","Mar","March","Mar","5",20160305,"20160305"
"2016-03-06",2016,3,6,"2016","3","Marzo","Mar","March","Mar","6",20160306,"20160306",1,"Domingo","D","Dom","Su","Sunday","Mar",9,1,"1erTrimestre","1T","1Q","2016-03-12",2016,3,12,"2016","3","Marzo","Mar","March","Mar","12",20160312,"20160312"
"2016-03-07",2016,3,7,"2016","3","Marzo","Mar","March","Mar","7",20160307,"20160307",2,"Lunes","L","Lun","Mo","Monday","Mar",10,1,"1erTrimestre","1T","1Q","2016-03-12",2016,3,12,"2016","3","Marzo","Mar","March","Mar","12",20160312,"20160312"
"2016-03-08",2016,3,8,"2016","3","Marzo","Mar","March","Mar","8",20160308,"20160308",3,"Martes","M","Mar","Tu","Tuesday","Mar",10,1,"1erTrimestre","1T","1Q","2016-03-12",2016,3,12,"2016","3","Marzo","Mar","March","Mar","12",20160312,"20160312"
"2016-03-09",2016,3,9,"2016","3","Marzo","Mar","March","Mar","9",20160309,"20160309",4,"Miercoles","X","Mie","We","Wednesday","Mar",10,1,"1erTrimestre","1T","1Q","2016-03-12",2016,3,12,"2016","3","Marzo","Mar","March","Mar","12",20160312,"20160312"
"2016-03-10",2016,3,10,"2016","3","Marzo","Mar","March","Mar","10",20160310,"20160310",5,"Jueves","J","Jue","Th","Thursday","Mar",10,1,"1erTrimestre","1T","1Q","2016-03-12",2016,3,12,"2016","3","Marzo","Mar","March","Mar","12",20160312,"20160312"
"2016-03-11",2016,3,11,"2016","3","Marzo","Mar","March","Mar","11",20160311,"20160311",6,"Viernes","V","Vie","Fr","Friday","Mar",10,1,"1erTrimestre","1T","1Q","2016-03-12",2016,3,12,"2016","3","Marzo","Mar","March","Mar","12",20160312,"20160312"
"2016-03-12",2016,3,12,"2016","3","Marzo","Mar","March","Mar","12",20160312,"20160312",7,"Sabado","S","Sab","Sa","Saturday","Mar",10,1,"1erTrimestre","1T","1Q","2016-03-12",2016,3,12,"2016","3","Marzo","Mar","March","Mar","12",20160312,"20160312"
"2016-03-13",2016,3,13,"2016","3","Marzo","Mar","March","Mar","13",20160313,"20160313",1,"Domingo","D","Dom","Su","Sunday","Mar",10,1,"1erTrimestre","1T","1Q","2016-03-19",2016,3,19,"2016","3","Marzo","Mar","March","Mar","19",20160319,"20160319"
"2016-03-14",2016,3,14,"2016","3","Marzo","Mar","March","Mar","14",20160314,"20160314",2,"Lunes","L","Lun","Mo","Monday","Mar",11,1,"1erTrimestre","1T","1Q","2016-03-19",2016,3,19,"2016","3","Marzo","Mar","March","Mar","19",20160319,"20160319"
"2016-03-15",2016,3,15,"2016","3","Marzo","Mar","March","Mar","15",20160315,"20160315",3,"Martes","M","Mar","Tu","Tuesday","Mar",11,1,"1erTrimestre","1T","1Q","2016-03-19",2016,3,19,"2016","3","Marzo","Mar","March","Mar","19",20160319,"20160319"
"2016-03-16",2016,3,16,"2016","3","Marzo","Mar","March","Mar","16",20160316,"20160316",4,"Miercoles","X","Mie","We","Wednesday","Mar",11,1,"1erTrimestre","1T","1Q","2016-03-19",2016,3,19,"2016","3","Marzo","Mar","March","Mar","19",20160319,"20160319"
"2016-03-17",2016,3,17,"2016","3","Marzo","Mar","March","Mar","17",20160317,"20160317",5,"Jueves","J","Jue","Th","Thursday","Mar",11,1,"1erTrimestre","1T","1Q","2016-03-19",2016,3,19,"2016","3","Marzo","Mar","March","Mar","19",20160319,"20160319"
"2016-03-18",2016,3,18,"2016","3","Marzo","Mar","March","Mar","18",20160318,"20160318",6,"Viernes","V","Vie","Fr","Friday","Mar",11,1,"1erTrimestre","1T","1Q","2016-03-19",2016,3,19,"2016","3","Marzo","Mar","March","Mar","19",20160319,"20160319"
"2016-03-19",2016,3,19,"2016","3","Marzo","Mar","March","Mar","19",20160319,"20160319",7,"Sabado","S","Sab","Sa","Saturday","Mar",11,1,"1erTrimestre","1T","1Q","2016-03-19",2016,3,19,"2016","3","Marzo","Mar","March","Mar","19",20160319,"20160319"
"2016-03-20",2016,3,20,"2016","3","Marzo","Mar","March","Mar","20",20160320,"20160320",1,"Domingo","D","Dom","Su","Sunday","Mar",11,1,"1erTrimestre","1T","1Q","2016-03-26",2016,3,26,"2016","3","Marzo","Mar","March","Mar","26",20160326,"20160326"
"2016-03-21",2016,3,21,"2016","3","Marzo","Mar","March","Mar","21",20160321,"20160321",2,"Lunes","L","Lun","Mo","Monday","Mar",12,1,"1erTrimestre","1T","1Q","2016-03-26",2016,3,26,"2016","3","Marzo","Mar","March","Mar","26",20160326,"20160326"
"2016-03-22",2016,3,22,"2016","3","Marzo","Mar","March","Mar","22",20160322,"20160322",3,"Martes","M","Mar","Tu","Tuesday","Mar",12,1,"1erTrimestre","1T","1Q","2016-03-26",2016,3,26,"2016","3","Marzo","Mar","March","Mar","26",20160326,"20160326"
"2016-03-23",2016,3,23,"2016","3","Marzo","Mar","March","Mar","23",20160323,"20160323",4,"Miercoles","X","Mie","We","Wednesday","Mar",12,1,"1erTrimestre","1T","1Q","2016-03-26",2016,3,26,"2016","3","Marzo","Mar","March","Mar","26",20160326,"20160326"
"2016-03-24",2016,3,24,"2016","3","Marzo","Mar","March","Mar","24",20160324,"20160324",5,"Jueves","J","Jue","Th","Thursday","Mar",12,1,"1erTrimestre","1T","1Q","2016-03-26",2016,3,26,"2016","3","Marzo","Mar","March","Mar","26",20160326,"20160326"
"2016-03-25",2016,3,25,"2016","3","Marzo","Mar","March","Mar","25",20160325,"20160325",6,"Viernes","V","Vie","Fr","Friday","Mar",12,1,"1erTrimestre","1T","1Q","2016-03-26",2016,3,26,"2016","3","Marzo","Mar","March","Mar","26",20160326,"20160326"
"2016-03-26",2016,3,26,"2016","3","Marzo","Mar","March","Mar","26",20160326,"20160326",7,"Sabado","S","Sab","Sa","Saturday","Mar",12,1,"1erTrimestre","1T","1Q","2016-03-26",2016,3,26,"2016","3","Marzo","Mar","March","Mar","26",20160326,"20160326"
"2016-03-27",2016,3,27,"2016","3","Marzo","Mar","March","Mar","27",20160327,"20160327",1,"Domingo","D","Dom","Su","Sunday","Mar",12,1,"1erTrimestre","1T","1Q","2016-04-02",2016,4,2,"2016","4","Abril","Abr","April","Apr","2",20160402,"20160402"
"2016-03-28",2016,3,28,"2016","3","Marzo","Mar","March","Mar","28",20160328,"20160328",2,"Lunes","L","Lun","Mo","Monday","Mar",13,1,"1erTrimestre","1T","1Q","2016-04-02",2016,4,2,"2016","4","Abril","Abr","April","Apr","2",20160402,"20160402"
"2016-03-29",2016,3,29,"2016","3","Marzo","Mar","March","Mar","29",20160329,"20160329",3,"Martes","M","Mar","Tu","Tuesday","Mar",13,1,"1erTrimestre","1T","1Q","2016-04-02",2016,4,2,"2016","4","Abril","Abr","April","Apr","2",20160402,"20160402"
"2016-03-30",2016,3,30,"2016","3","Marzo","Mar","March","Mar","30",20160330,"20160330",4,"Miercoles","X","Mie","We","Wednesday","Mar",13,1,"1erTrimestre","1T","1Q","2016-04-02",2016,4,2,"2016","4","Abril","Abr","April","Apr","2",20160402,"20160402"
"2016-03-31",2016,3,31,"2016","3","Marzo","Mar","March","Mar","31",20160331,"20160331",5,"Jueves","J","Jue","Th","Thursday","Mar",13,1,"1erTrimestre","1T","1Q","2016-04-02",2016,4,2,"2016","4","Abril","Abr","April","Apr","2",20160402,"20160402"
"2016-04-01",2016,4,1,"2016","4","Abril","Abr","April","Apr","1",20160401,"20160401",6,"Viernes","V","Vie","Fr","Friday","Apr",13,2,"2doTrimestre","2T","2Q","2016-04-02",2016,4,2,"2016","4","Abril","Abr","April","Apr","2",20160402,"20160402"
"2016-04-02",2016,4,2,"2016","4","Abril","Abr","April","Apr","2",20160402,"20160402",7,"Sabado","S","Sab","Sa","Saturday","Apr",13,2,"2doTrimestre","2T","2Q","2016-04-02",2016,4,2,"2016","4","Abril","Abr","April","Apr","2",20160402,"20160402"
"2016-04-03",2016,4,3,"2016","4","Abril","Abr","April","Apr","3",20160403,"20160403",1,"Domingo","D","Dom","Su","Sunday","Apr",13,2,"2doTrimestre","2T","2Q","2016-04-09",2016,4,9,"2016","4","Abril","Abr","April","Apr","9",20160409,"20160409"
"2016-04-04",2016,4,4,"2016","4","Abril","Abr","April","Apr","4",20160404,"20160404",2,"Lunes","L","Lun","Mo","Monday","Apr",14,2,"2doTrimestre","2T","2Q","2016-04-09",2016,4,9,"2016","4","Abril","Abr","April","Apr","9",20160409,"20160409"
"2016-04-05",2016,4,5,"2016","4","Abril","Abr","April","Apr","5",20160405,"20160405",3,"Martes","M","Mar","Tu","Tuesday","Apr",14,2,"2doTrimestre","2T","2Q","2016-04-09",2016,4,9,"2016","4","Abril","Abr","April","Apr","9",20160409,"20160409"
"2016-04-06",2016,4,6,"2016","4","Abril","Abr","April","Apr","6",20160406,"20160406",4,"Miercoles","X","Mie","We","Wednesday","Apr",14,2,"2doTrimestre","2T","2Q","2016-04-09",2016,4,9,"2016","4","Abril","Abr","April","Apr","9",20160409,"20160409"
"2016-04-07",2016,4,7,"2016","4","Abril","Abr","April","Apr","7",20160407,"20160407",5,"Jueves","J","Jue","Th","Thursday","Apr",14,2,"2doTrimestre","2T","2Q","2016-04-09",2016,4,9,"2016","4","Abril","Abr","April","Apr","9",20160409,"20160409"
"2016-04-08",2016,4,8,"2016","4","Abril","Abr","April","Apr","8",20160408,"20160408",6,"Viernes","V","Vie","Fr","Friday","Apr",14,2,"2doTrimestre","2T","2Q","2016-04-09",2016,4,9,"2016","4","Abril","Abr","April","Apr","9",20160409,"20160409"
"2016-04-09",2016,4,9,"2016","4","Abril","Abr","April","Apr","9",20160409,"20160409",7,"Sabado","S","Sab","Sa","Saturday","Apr",14,2,"2doTrimestre","2T","2Q","2016-04-09",2016,4,9,"2016","4","Abril","Abr","April","Apr","9",20160409,"20160409"
